Peru,31989256,0.00461841638223383
Philippines,106651922,0.015397763041488823
Palau,17907,0.0000025853049585354905
Papua New Guinea,8606316,0.0012425281414822878
Poland,37974750,0.005482566006262669
Puerto Rico,3195153,0.0004612969729256463
North Korea,25549819,0.0036887291981004236
Portugal,10283822,0.0014847163684199678
Paraguay,6956071,0.001004275693763608
Palestine,4569087,0.0006596573003339503
French Polynesia,277679,0.000040089623922554106
Qatar,2781677,0.0004016017948927306
Romania,19466145,0.002810404936174169
Rwanda,12301939,0.001776079962936345
Western Sahara,652271,0.00009417096390288171
Saudi Arabia,33699947,0.004865395659880673
Sudan,41801533,0.006035053919656276
South Sudan,10975920,0.001584637315043774
Senegal,15854360,0.002288957140917336
Singapore,5638676,0.0008140781271220788
Saint Helena,6600,9.528683043689192e-7
Solomon Islands,652858,0.00009425571143237635
Sierra Leone,7650154,0.0011044832227486523
El Salvador,6420744,0.0009269884012222593
San Marino,33785,0.000004877675100470294
Somalia,15008154,0.002166787008134487
Saint Pierre and Miquelon,5888,8.500740266854843e-7
Sao Tome and Principe,211028,0.000030466953414297617
Suriname,575991,0.00008315811628814518
Slovakia,5446771,0.0007863720374326974
Slovenia,2073894,0.00029941634230619326
Sweden,10175214,0.0014690361986016496
Swaziland,1136191,0.00016403642297109494
Seychelles,96762,0.000013969915585961419
Syria,16906283,0.002440827456877437
Turks and Caicos Islands,37665,0.000005437846164250809
Chad,15477751,0.0022345845986082337
Togo,7889094,0.0011389799428465173
Thailand,69428524,0.010023672717987396
Tajikistan,9100837,0.0013139241091708973
Turkmenistan,5850908,0.0008447189068149309
East Timor,1267972,0.00018306217115564654
Tonga,103197,0.000014898962182721114
Trinidad and Tobago,1389858,0.00020065933875357232
Tunisia,11565204,0.0016697145947213094
Turkey,82319724,0.01188482663999961
Tuvalu,11508,0.00000166145582525417
Uganda,42723139,0.006168109850946612
Ukraine,44622516,0.00644233047842348
United States Minor Outlying Islands,300,4.331219565313269e-8
Uruguay,3449299,0.0004979890438471832
Uzbekistan,32955400,0.004757902442090831
Saint Vincent and the Grenadines,110210,0.000015911456943105848
Venezuela,28870195,0.004168105114613644
Vietnam,95540395,0.013793547603391935
Vanuatu,292680,0.000042255378079196254
Wallis and Futuna,15289,0.0000022073338644691525
Samoa,196130,0.00002831606977816305
Yemen,28498687,0.004114469024004631
South Africa,57779622,0.008341874309426834
Zambia,17351822,0.002505151698007774
Zimbabwe,14439018,0.0020846185755170154
